Date,Home_Team,Home_Runs,Home_Hits,Home_Errors,Away_Team,Away_Runs,Away_Hits,Away_Errors
2016-10-01,Nationals,2,7,1,Marlins,1,4,0
2016-10-01,Giants,3,7,0,Dodgers,0,3,1
2016-10-01,Yankees,7,12,0,Orioles,3,9,0
2016-10-01,Reds,7,10,0,Cubs,4,8,1
2016-10-01,Royals,3,8,1,Indians,6,8,0
2016-10-01,Braves,5,8,0,Tigers,3,7,0
2016-10-01,Red Sox,3,5,0,Blue Jays,4,4,0
2016-10-01,White Sox,0,4,0,Twins,6,5,0
2016-10-01,Rangers,1,3,1,Rays,4,5,1
2016-10-01,Rockies,3,12,1,Brewers,4,7,1
2016-10-01,Diamondbacks,9,10,0,Padres,5,11,3
2016-10-01,Angels,0,4,1,Astros,3,10,0
2016-10-01,Mariners,8,13,2,Athletics,9,16,1
2016-10-02,Rangers,4,11,2,Rays,6,13,0
2016-10-02,Angels,8,9,0,Astros,1,7,0
2016-10-02,Yankees,2,10,0,Orioles,5,7,0
2016-10-02,Phillies,5,10,0,Mets,2,8,3
2016-10-02,Giants,7,16,0,Dodgers,1,4,1
2016-10-02,Red Sox,1,4,1,Blue Jays,2,9,0
2016-10-02,Nationals,10,10,0,Marlins,7,14,0
2016-10-02,Mariners,2,6,0,Athletics,3,7,0
2016-10-02,Braves,1,6,0,Tigers,0,5,1
2016-10-02,Diamondbacks,3,9,0,Padres,2,7,0
2016-10-02,Reds,4,6,0,Cubs,7,9,0
2016-10-02,Rockies,4,13,0,Brewers,6,10,1
2016-10-02,White Sox,3,6,0,Twins,6,9,0
2016-10-02,Cardinals,10,12,0,Pirates,4,9,2
2016-10-02,Royals,2,6,0,Indians,3,4,0
